Title,Location,Price,Size,Apartment Type
"Stan 4.0, 85m2, Resavska (Beograd), 323000e","Vračar (Centar), Beograd, Srbija",323 000 €,85 m²,  Četvorosoban stan
"Stan 1.5, 53m2, Loznička (Beograd), 240000e","Crveni krst, Beograd, Srbija",240 000 €,53 m²,  Jednosoban stan
"Stan 4.0, 291m2, Stojana Protića (Beograd), 1900000e","Vračar (Hram), Beograd, Srbija",1 900 000 €,291 m²,  Četvorosoban stan
"Stan 3.0, 100m2, Omladinskih brigada (Beograd), 500000e","Novi Beograd, Beograd, Srbija",500 000 €,100 m²,  Trosoban stan
"Stan 5.0, 134m2, Stojana Stoleta Aranđelovića (Beograd), 320000e","Višnjica, Beograd, Srbija",320 000 €,134 m²,  Petosoban+ stan
"Stan 3.0, 81m2, Valentina Vodnika (Beograd), 155000e","Voždovac, Beograd, Srbija",155 000 €,81 m²,  Trosoban stan
"Stan 4.0, 177m2, Milića od Mačve (Beograd), 290000e","Zvezdara, Beograd, Srbija",290 000 €,177 m²,  Četvorosoban stan
"Stan 3.0, 79m2, Kostolačka (Beograd), 155911e","Voždovac, Beograd, Srbija",155 911 €,79 m²,  Trosoban stan
"Stan 3.0, 75m2, Nede Spasojević (Beograd), 175000e","Novi Beograd, Beograd, Srbija",175 000 €,75 m²,  Trosoban stan
"Stan 3.0, 103m2, Bilogorska (Beograd), 89500e","Palilula, Beograd, Srbija",89 500 €,103 m²,  Trosoban stan
"Stan 5.0, 232m2, Lepenička (Beograd), 820000e","Voždovac, Beograd, Srbija",820 000 €,232 m²,  Petosoban+ stan
"Stan 2.0, 85m2, Bilogorska (Beograd), 86900e","Palilula, Beograd, Srbija",86 900 €,85 m²,  Dvosoban stan
"Stan 2.5, 61m2, Tetovska (Beograd), 197900e","Lekino brdo, Beograd, Srbija",197 900 €,61 m²,  Dvosoban stan
"Stan 3.0, 78m2, Pere Velimirovića (Beograd), 246900e","Rakovica, Beograd, Srbija",246 900 €,78 m²,  Trosoban stan
"Stan 4.0, 164m2, Maksima Gorkog (Beograd), 498000e","Vračar (Centar), Beograd, Srbija",498 000 €,164 m²,  Četvorosoban stan
"Stan 4.0, 173m2, Dr. Vojislava Stojanovića (Beograd), 1100000e","Savski venac, Beograd, Srbija",1 100 000 €,173 m²,  Četvorosoban stan
"Stan 4.0, 84m2, Marka Čelebonovića (Beograd), 249000e","Novi Beograd, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
"Stan 2.0, 60m2, Gandijeva (Beograd), 176000e","Novi Beograd Blok 63, Beograd, Srbija",176 000 €,60 m²,  Dvosoban stan
"Stan 2.5, 58m2, Milisava Đurovića (Beograd), 180172e","Voždovac, Beograd, Srbija",180 172 €,58 m²,  Dvosoban stan
"Stan 2.5, 57m2, Milisava Đurovića (Beograd), 188529e","Voždovac, Beograd, Srbija",188 529 €,57 m²,  Dvosoban stan
"Stan 4.0, 92m2, Ilije Đuričića (Beograd), 205000e","Žarkovo, Beograd, Srbija",205 000 €,92 m²,  Četvorosoban stan
"Stan 4.0, 82m2, Milisava Đurovića (Beograd), 254913e","Voždovac, Beograd, Srbija",254 913 €,82 m²,  Četvorosoban stan
"Stan 3.5, 80m2, Bulevar despota Stefana (Beograd), 305000e","Kopitareva gradina, Beograd, Srbija",305 000 €,80 m²,  Trosoban stan
"Stan 2.0, 80m2, Vojvode Stepe (Beograd), 160000e","Voždovac, Beograd, Srbija",160 000 €,80 m²,  Dvosoban stan
"Stan 2.0, 70m2, Koste Abraševića (Beograd), 175000e","Cvetkova pijaca, Beograd, Srbija",175 000 €,70 m²,  Dvosoban stan
"Stan 2.0, 62m2, Pere Todorovića (Beograd), 209000e","Banovo brdo, Beograd, Srbija",209 000 €,62 m²,  Dvosoban stan
"Stan 3.0, 90m2, Svetozara Gligorića (Beograd), 285000e","Vračar (Hram), Beograd, Srbija",285 000 €,90 m²,  Trosoban stan
"Stan 4.0, 153m2, Stojana Protića (Beograd), 689500e","Vračar (Hram), Beograd, Srbija",689 500 €,153 m²,  Četvorosoban stan
"Stan 3.0, 61m2, Cvijićeva (Beograd), 400000e","Palilula, Beograd, Srbija",400 000 €,61 m²,  Trosoban stan
"Stan 4.0, 112m2, Nodilova (Beograd), 314000e","Banovo brdo, Beograd, Srbija",314 000 €,112 m²,  Četvorosoban stan
"Stan 2.0, 47m2, Braće Ribnikar (Beograd), 155166e","Zvezdara, Beograd, Srbija",155 166 €,47 m²,  Dvosoban stan
"Stan 2.0, 53m2, Branka Krsmanovića (Beograd), 170000e","Zvezdara, Beograd, Srbija",170 000 €,53 m²,  Dvosoban stan
"Stan 2.0, 56m2, Šilerova (Beograd), 149000e","Zemun (Meandri), Beograd, Srbija",149 000 €,56 m²,  Dvosoban stan
"Stan 2.0, 57m2, Vase Stajića (Beograd), 171540e","Banovo brdo, Beograd, Srbija",171 540 €,57 m²,  Dvosoban stan
"Stan 4.0, 79m2, Marka Čelebonovića (Beograd), 296000e","Novi Beograd, Beograd, Srbija",296 000 €,79 m²,  Četvorosoban stan
"Stan 2.5, 64m2, Borivoja Stevanovića (Beograd), 140000e","Voždovac, Beograd, Srbija",140 000 €,64 m²,  Dvosoban stan
"Stan 4.0, 110m2, Nevesinjska (Beograd), 580000e","Vračar (Hram), Beograd, Srbija",580 000 €,110 m²,  Četvorosoban stan
"Stan 4.0, 90m2, Mirijevska (Beograd), 130000e","Beograd, Srbija",130 000 €,90 m²,  Četvorosoban stan
"Stan 3.0, 56m2, Mihaila Avramovića (Beograd), 175000e","Savski venac, Beograd, Srbija",175 000 €,56 m²,  Trosoban stan
"Stan 1.0, 23m2, Sloga (Beograd), 49000e","Bogoslovija, Beograd, Srbija",49 000 €,23 m²,  Jednosoban stan
"Stan 5.0, 68m2, Pere Kosorića (Beograd), 135000e","Zemun Polje, Beograd, Srbija",135 000 €,68 m²,  Petosoban+ stan
"Stan 4.0, 84m2, Veselina Čajkanovića (Beograd), 155000e","Voždovac, Beograd, Srbija",155 000 €,84 m²,  Četvorosoban stan
"Stan 1.5, 49m2, Duvanjska (Beograd), 145600e","Olimp, Beograd, Srbija",145 600 €,49 m²,  Jednosoban stan
"Stan 4.0, 187m2, Miće Orlovića (Beograd), 850000e","Savski venac, Beograd, Srbija",850 000 €,187 m²,  Četvorosoban stan
"Stan 4.0, 103m2, Deli Radivoja (Beograd), 365500e","Voždovac, Beograd, Srbija",365 500 €,103 m²,  Četvorosoban stan
"Stan 4.0, 103m2, Nodilova (Beograd), 289000e","Banovo brdo, Beograd, Srbija",289 000 €,103 m²,  Četvorosoban stan
"Stan 1.5, 45m2, Milisava Đurovića (Beograd), 149952e","Voždovac, Beograd, Srbija",149 952 €,45 m²,  Jednosoban stan
"Stan 3.5, 82m2, Vojvode Micka Krstića (Beograd), 249900e","Karaburma, Beograd, Srbija",249 900 €,82 m²,  Trosoban stan
"Stan 3.0, 64m2, Šafarikova (Beograd), 105000e","Kopitareva gradina, Beograd, Srbija",105 000 €,64 m²,  Trosoban stan
"Stan 4.0, 143m2, Hercegovačka (Beograd), 580000e","Beograd na vodi, Beograd, Srbija",580 000 €,143 m²,  Četvorosoban stan
"Stan 3.0, 70m2, Zahumska (Beograd), 240000e","Vukov spomenik, Beograd, Srbija",240 000 €,70 m²,  Trosoban stan
"Stan 2.0, 57m2, Šumatovačka (Beograd), 225000e","Južni bulevar, Beograd, Srbija",225 000 €,57 m²,  Dvosoban stan
"Stan 4.0, 128m2, Molerova (Beograd), 425000e","Vračar (Centar), Beograd, Srbija",425 000 €,128 m²,  Četvorosoban stan
"Stan 3.5, 100m2, Vojvode Stepe (Beograd), 270000e","Voždovac, Beograd, Srbija",270 000 €,100 m²,  Trosoban stan
"Stan 4.0, 126m2, Vase Stajića (Beograd), 379440e","Banovo brdo, Beograd, Srbija",379 440 €,126 m²,  Četvorosoban stan
"Stan 4.0, 129m2, Palmotićeva (Beograd), 483000e","Stari Grad, Beograd, Srbija",483 000 €,129 m²,  Četvorosoban stan
"Stan 2.0, 72m2, Njegoševa (Beograd), 360000e","Kalenić pijaca, Beograd, Srbija",360 000 €,72 m²,  Dvosoban stan
"Stan 3.0, 79m2, Duvanjska (Beograd), 213300e","Olimp, Beograd, Srbija",213 300 €,79 m²,  Trosoban stan
"Stan 6.0, 162m2, Batutova (Beograd), 456000e","Bulevar Kr. Aleksandra, Beograd, Srbija",456 000 €,162 m²,  Petosoban+ stan
"Stan 5.0, 162m2, Novopazarska (Beograd), 437400e","Kalenić pijaca, Beograd, Srbija",437 400 €,162 m²,  Petosoban+ stan
"Stan 5.0, 93m2, Alekse Bačvanskog (Beograd), 360000e","Savski venac, Beograd, Srbija",360 000 €,93 m²,  Petosoban+ stan
"Stan 3.0, 73m2, Kladovska (Beograd), 193000e","Zvezdara, Beograd, Srbija",193 000 €,73 m²,  Trosoban stan
"Stan 3.0, 98m2, Bulevar kralja Aleksandra (Beograd), 280000e","Lion, Beograd, Srbija",280 000 €,98 m²,  Trosoban stan
"Stan 2.0, 57m2, Milenka Verkića (Beograd), 128500e","Galenika, Beograd, Srbija",128 500 €,57 m²,  Dvosoban stan
"Stan 3.0, 64m2, Srđana Aleksića (Beograd), 180000e","Novi Beograd, Beograd, Srbija",180 000 €,64 m²,  Trosoban stan
"Stan 5.0, 183m2, Flore Sends (Beograd), 670000e","Savski venac, Beograd, Srbija",670 000 €,183 m²,  Petosoban+ stan
"Stan 3.0, 76m2, Bežanijskih ilegalaca (Beograd), 182000e","Novi Beograd, Beograd, Srbija",182 000 €,76 m²,  Trosoban stan
"Stan 4.0, 157m2, Loznička (Beograd), 655000e","Kalenić pijaca, Beograd, Srbija",655 000 €,157 m²,  Četvorosoban stan
"Stan 3.0, 105m2, Đorđa Stanojevića (Beograd), 399000e","Novi Beograd Blok 67 (Belvil), Beograd, Srbija",399 000 €,105 m²,  Trosoban stan
"Stan 3.0, 61m2, Braće Ribnikar (Beograd), 204171e","Zvezdara, Beograd, Srbija",204 171 €,61 m²,  Trosoban stan
"Stan 6.0, 137m2, Maksima Gorkog (Beograd), 355000e","Kalenić pijaca, Beograd, Srbija",355 000 €,137 m²,  Petosoban+ stan
"Stan 5.0, 182m2, Resavska (Beograd), 1250000e","Vračar (Centar), Beograd, Srbija",1 250 000 €,182 m²,  Petosoban+ stan
"Stan 4.0, 96m2, Skadarska (Beograd), 379900e","Skadarlija, Beograd, Srbija",379 900 €,96 m²,  Četvorosoban stan
"Stan 5.0, 176m2, Bulevar oslobođenja (Beograd), 742000e","Vračar (Hram), Beograd, Srbija",742 000 €,176 m²,  Petosoban+ stan
"Stan 4.0, 80m2, Medakovićeva (Beograd), 168000e","Voždovac, Beograd, Srbija",168 000 €,80 m²,  Četvorosoban stan
"Stan 5.0, 279m2, Kneza Višeslava (Beograd), 1150000e","Golf naselje, Beograd, Srbija",1 150 000 €,279 m²,  Petosoban+ stan
"Stan 3.0, 71m2, Tetovska (Beograd), 228000e","Lekino brdo, Beograd, Srbija",228 000 €,71 m²,  Trosoban stan
"Stan 5.0, 239m2, Živka Davidovića (Beograd), 425000e","Konjarnik, Beograd, Srbija",425 000 €,239 m²,  Petosoban+ stan
"Stan 3.0, 81m2, Topalovićeva (Beograd), 275000e","Denkova bašta, Beograd, Srbija",275 000 €,81 m²,  Trosoban stan
"Stan 1.5, 47m2, Milisava Đurovića (Beograd), 147622e","Voždovac, Beograd, Srbija",147 622 €,47 m²,  Jednosoban stan
"Stan 3.0, 85m2, Šumatovačka (Beograd), 360000e","Čubura, Beograd, Srbija",360 000 €,85 m²,  Trosoban stan
"Stan 4.0, 154m2, Trnska (Beograd), 620000e","Kalenić pijaca, Beograd, Srbija",620 000 €,154 m²,  Četvorosoban stan
"Stan 3.0, 55m2, Braće Jerković (Beograd), 120000e","Braće Jerković, Beograd, Srbija",120 000 €,55 m²,  Trosoban stan
"Stan 3.0, 85m2, Dr Ivana Ribara (Beograd), 188000e","Novi Beograd, Beograd, Srbija",188 000 €,85 m²,  Trosoban stan
"Stan 2.0, 65m2, Radeta Markovića (Beograd), 140000e","Zvezdara, Beograd, Srbija",140 000 €,65 m²,  Dvosoban stan
"Stan 4.0, 103m2, Šajkaška (Beograd), 239000e","Botanička bašta, Beograd, Srbija",239 000 €,103 m²,  Četvorosoban stan
"Stan 3.0, 53m2, Mutapova (Beograd), 210000e","Kalenić pijaca, Beograd, Srbija",210 000 €,53 m²,  Trosoban stan
"Stan 4.0, 149m2, Banjalučka (Beograd), 337000e","Lekino brdo, Beograd, Srbija",337 000 €,149 m²,  Četvorosoban stan
"Stan 3.0, 83m2, Šumatovačka (Beograd), 381800e","Južni bulevar, Beograd, Srbija",381 800 €,83 m²,  Trosoban stan
"Stan 4.0, 95m2, Narodnih Heroja (Beograd), 249900e","Novi Beograd Blok 37, Beograd, Srbija",249 900 €,95 m²,  Četvorosoban stan
"Stan 3.0, 68m2, Bertranda Rasela (Beograd), 115000e","Zemun Polje, Beograd, Srbija",115 000 €,68 m²,  Trosoban stan
"Stan 2.5, 67m2, Šilerova (Beograd), 169000e","Zemun (Meandri), Beograd, Srbija",169 000 €,67 m²,  Dvosoban stan
"Stan 3.5, 75m2, Vojvode Stepe (Beograd), 199900e","Farmaceutski fakultet, Beograd, Srbija",199 900 €,75 m²,  Trosoban stan
"Stan 1.5, 35m2, Dušana Radovića (Beograd), 78000e","Zvezdara, Beograd, Srbija",78 000 €,35 m²,  Jednosoban stan
"Stan 5.0, 164m2, Majke Jevrosime (Beograd), 450000e","Stari Grad, Beograd, Srbija",450 000 €,164 m²,  Petosoban+ stan
"Stan 3.0, 61m2, Jovana Ćirilova (Beograd), 214900e","Vukov spomenik, Beograd, Srbija",214 900 €,61 m²,  Trosoban stan
"Stan 3.0, 69m2, Majke Jevrosime (Beograd), 449000e","Stari Grad, Beograd, Srbija",449 000 €,69 m²,  Trosoban stan
"Stan 2.0, 49m2, Ljube Tadića (Beograd), 108000e","Zvezdara, Beograd, Srbija",108 000 €,49 m²,  Dvosoban stan
"Stan 4.0, 77m2, Karađorđeva (Beograd), 229000e","Kosančićev venac, Beograd, Srbija",229 000 €,77 m²,  Četvorosoban stan
"Stan 4.0, 138m2, Tošin Bunar (Beograd), 548900e","Tošin bunar, Beograd, Srbija",548 900 €,138 m²,  Četvorosoban stan
"Stan 3.0, 73m2, Vukasovićeva (Beograd), 155000e","Kanarevo brdo, Beograd, Srbija",155 000 €,73 m²,  Trosoban stan
"Stan 2.0, 44m2, Tetovska (Beograd), 140800e","Lekino brdo, Beograd, Srbija",140 800 €,44 m²,  Dvosoban stan
"Stan 5.0, 407m2, Jurija Gagarina (Beograd), 1950000e","Novi Beograd Blok 68, Beograd, Srbija",1 950 000 €,407 m²,  Petosoban+ stan
"Stan 2.0, 39m2, Zaplanjska (Beograd), 115000e","Braće Jerković, Beograd, Srbija",115 000 €,39 m²,  Dvosoban stan
"Stan 4.0, 142m2, Loznička (Beograd), 596000e","Kalenić pijaca, Beograd, Srbija",596 000 €,142 m²,  Četvorosoban stan
Prodaja stana Višnjička banja 64m2,"Višnjička banja, Beograd, Srbija",142 000 €,64 m²,  Dvosoban stan
Dvoiposoban stan u centru grada,"Terazije ( centar ), Beograd, Srbija",222 600 €,53 m²,  Trosoban stan
"Novi Beograd, trosoban stan u bloku 64, 81kv, sa terasom","Novi Beograd Blok 64, Beograd, Srbija",217 000 €,81 m²,  Trosoban stan
"Autokomanda, Ranka Tajsica, dvosoban, 45m2","Autokomanda, Beograd, Srbija",120 000 €,45 m²,  Dvosoban stan
Lekino brdo ul.Veselina Masleše 62-64,"Lekino brdo, Beograd, Srbija",3 200 €,65.79 m²,  Trosoban stan
Lep i povoljan stan u srcu grada!Za kes kupce moguc popust!,"Gornji Dorćol, Beograd, Srbija",99 000 €,32 m²,  Jednosoban stan
"SAVSKI TRG, 59M2, V, CG","Savski trg, Beograd, Srbija",215 000 €,59 m²,  Dvosoban stan
"MIRIJEVO, 60M2, NP, CG","Mirijevo I, Beograd, Srbija",130 000 €,60 m²,  Trosoban stan
"Palilula, Tašmajdan - Vladetina, 26m2, Vladetina","Tašmajdan, Beograd, Srbija",135 000 €,26 m²,  Garsonjera
"MIRIJEVO, 74M2, III, EG","Mirijevo I, Beograd, Srbija",155 000 €,74 m²,  Trosoban stan
"KALUDJERICA 2.0, 42M2","Kaluđerica, Beograd, Srbija",59 200 €,42 m²,  Dvosoban stan
"PRODAJA,PENTHOUSE NA LEKINOM BRDU","Lekino brdo, Beograd, Srbija",286 000 €,114 m²,  Četvorosoban stan
"Zemun - Pregrevica, 81m2, Pregrevica","Pregrevica, Beograd, Srbija",270 000 €,81 m²,  Trosoban stan
"MIRIJEVO, 54M2, VP, CG,","Mirijevo I, Beograd, Srbija",120 000 €,54 m²,  Trosoban stan
"KOD HRAMA, 62M2, II, CG","Vračar (Hram), Beograd, Srbija",249 000 €,62 m²,  Trosoban stan
"BLOK 45, 70M2, IV, CG","Novi Beograd Blok 45 (TC Enjub), Beograd, Srbija",245 000 €,70 m²,  Dvosoban stan
"Stan sa bazenom i privatnim dvoristem, Miloja Djaka","Dedinje (Beli dvor), Beograd, Srbija",490 000 €,247 m²,  Četvorosoban stan
Odmah useljiv stan,"Mirijevo I, Beograd, Srbija",168 000 €,64 m²,  Dvosoban stan
"Zemun - Pregrevica, 66m2, Pregrevica","Pregrevica, Beograd, Srbija",278 400 €,66 m²,  Trosoban stan
"Gornji Dorćol, Lux, 50m2, Dositejeva, Dositejeva","Gornji Dorćol, Beograd, Srbija",300 000 €,50 m²,  Dvosoban stan
"MIRIJEVO, 63M2, SUT, PODNO","Mirijevo I, Beograd, Srbija",126 000 €,63 m²,  Trosoban stan
"Zvezdara, Cvetanova ćuprija, noviji, lux, 89m2","Cvetanova ćuprija, Beograd, Srbija",178 000 €,89 m²,  Trosoban stan
"Zemun - Pregrevica, 107m2, Pregrevica","Pregrevica, Beograd, Srbija",355 000 €,107 m²,  Četvorosoban stan
"Zemun - Pregrevica, 51m2, Pregrevica","Pregrevica, Beograd, Srbija",162 970 €,51 m²,  Dvosoban stan
KOMPLETNO RENOVIRAN -Ljuba Vuckovica 20,"Voždovac, Beograd, Srbija",191 000 €,66 m²,  Trosoban stan
Visnjiceva 172m2 ispod studentskog parka,"Gornji Dorćol, Beograd, Srbija",565 000 €,172 m²,  Petosoban+ stan
Namesten dvoiposoban stan 66m2 MEDAKOVIC 3 Borivoja Stevanovica lodja terasa garaza,"Medaković III, Beograd, Srbija",159 000 €,66 m²,  Dvosoban stan
"Uknjižen, dvosoban stan, sa parking mestom i ostavom, odmah useljiv","Zemun (Gornji grad), Beograd, Srbija",133 000 €,45 m²,  Dvosoban stan
Stan preko puta Kula Konjarnik,"Konjarnik, Beograd, Srbija",Cena na upit,62 m²,  Dvosoban stan
Karpoševa - lux novogradnja ID#1354,"Banovo brdo, Beograd, Srbija",180 000 €,60 m²,  Dvosoban stan
"Uknjizen stan, komplet namesten","Zemun (Centar), Beograd, Srbija",170 000 €,66 m²,  Trosoban stan
Cvetanova Ćuprija dvoiposobni novi uknjiženi stanovi,"Cvetanova ćuprija, Beograd, Srbija",110 000 €,51 m²,  Trosoban stan
3.0 stan u bloku 37 ID#1933,"Novi Beograd Blok 37, Beograd, Srbija",289 900 €,91 m²,  Trosoban stan
Odmah Useljiv Prostran Stan,"Zeleno Brdo, Beograd, Srbija",120 400 €,86 m²,  Dvosoban stan
Fantasticana Novogradnja Podno Grejanje,"Zvezdara, Beograd, Srbija",144 000 €,103 m²,  Dvosoban stan
Uknjizen Prostran Stan,"Zvezdara, Beograd, Srbija",130 800 €,93 m²,  Dvosoban stan
Odličan stan u Kneza Miloša!,"Centar (uži), Beograd, Srbija",162 000 €,38 m²,  Dvosoban stan
Gornji Dorcol Rige od Fere 50kv,"Gornji Dorćol, Beograd, Srbija",205 000 €,50 m²,  Dvosoban stan
"Stan u Trstu, Italija - celokupno renoviran","Centar (uži), Beograd, Srbija",225 000 €,90 m²,  Trosoban stan
Stan na top lokaciji ID#129271,"Botanička bašta, Beograd, Srbija",250 000 €,69 m²,  Trosoban stan
Jednoiposoban stan,"Petlovo brdo, Beograd, Srbija",90 000 €,32.4 m²,  Dvosoban stan
"Zvezdarska šuma, 67m2, 3.0, II/4, cg, lift ID#1827","Zvezdara, Beograd, Srbija",149 900 €,67 m²,  Trosoban stan
Vladetina 26kvm ID#26620,"Poštanska štedionica, Beograd, Srbija",135 000 €,26 m²,  Jednosoban stan
Golsvordijeva Kalenić pijaca ID#43698,"Kalenić pijaca, Beograd, Srbija",398 000 €,103 m²,  Trosoban stan
Jajinci dvosoban nov stan sa PDV-om prodaja,"Jajinci, Beograd, Srbija",71 500 €,33 m²,  Jednosoban stan
"Tašmajdan, Vladetina, 26m2; Odlična investicija! ID#1490","Tašmajdan, Beograd, Srbija",135 000 €,26 m²,  Garsonjera
Trosoban stan u Borči - od vlasnika.,"Palilula, Beograd, Srbija",125 000 €,76 m²,  Trosoban stan
Komforan stan u zgradi novije gradnje,"Novi Beograd Blok 61, Beograd, Srbija",370 000 €,103 m²,  Četvorosoban stan
"Novogradnja, 3.0, Autokomanda ID#131729","Autokomanda, Beograd, Srbija",237 000 €,68 m²,  Trosoban stan
"Žarkovo, Ace Joksimovića, 60m2, 3.0 ID#2346","Žarkovo, Beograd, Srbija",144 900 €,60 m²,  Trosoban stan
Praktičan stan u Mirijevu IV ID#1064,"Mirijevo IV, Beograd, Srbija",61 000 €,39 m²,  Dvosoban stan
"Stari grad, Zeleni venac, Brankova, 39m2, Brankova","Zeleni venac, Beograd, Srbija",125 000 €,39 m²,  Jednosoban stan
"Stan, Beograd, Dedinje","Dedinje (Beli dvor), Beograd, Srbija",175 000 €,60 m²,  Trosoban stan
"ZELENI VENAC-K.NATALIJE, 32M2, III, EG","Beograđanka ( centar ), Beograd, Srbija",118 000 €,32 m²,  Dvosoban stan
"Palilula, Tašmajdan - Vladetina 26m2, Vladetina","Tašmajdan, Beograd, Srbija",135 000 €,26 m²,  Garsonjera
Lux trosoban stan u Zemunu sa parkingom,"Zemun (Gornji grad), Beograd, Srbija",175 000 €,62 m²,  Trosoban stan
"Zvezdara, Crveni krst - Vojvode Šupljikca, 80m2, Vojvode Šupljikca","Crveni krst, Beograd, Srbija",390 000 €,80 m²,  Trosoban stan
"Voždovac, Autokomanda - Stevana Jakovljevića, 38m2, Stevana Jakovljevića","Autokomanda, Beograd, Srbija",120 000 €,38 m²,  Jednosoban stan
"87m2, T ,CVETKOVA PIJACA , stan","Cvetkova pijaca, Beograd, Srbija",245 000 €,87 m²,  Četvorosoban stan
Visokokvalitetna novogradnja u Cara Dušana,"Zemun (Cara Dušana), Beograd, Srbija",187 325 €,74.93 m²,  Trosoban stan
Visokokvalitetna novogradnja u Cara Dušana,"Zemun (Cara Dušana), Beograd, Srbija",290 350 €,116.14 m²,  Četvorosoban stan
"Vračar, 3.0, dve terase ID#2429","Vračar (Hram), Beograd, Srbija",290 000 €,100 m²,  Trosoban stan
"Miljakovac, Stevana Opačića, 3.5, renoviran ID#9840","Miljakovac I, Beograd, Srbija",197 900 €,103 m²,  Četvorosoban stan
Banovo brdo - Požeška ID#4027,"Banovo brdo, Beograd, Srbija",380 655 €,115 m²,  Četvorosoban stan
"1.5, Darvinova pošta ID#127925","Voždovac, Beograd, Srbija",120 900 €,47 m²,  Dvosoban stan
"Stari grad, Terazije, 2.5 stan, 53m2, 222600 EUR, ID 29380","Terazije ( centar ), Beograd, Srbija",222 600 €,53 m²,  Trosoban stan
"Železnik, 76m2 ID#9835","Železnik, Beograd, Srbija",121 600 €,76 m²,  Trosoban stan
"#48541, Prodaja, Stan, BANOVO BRDO, 194610 EUR","Banovo brdo, Beograd, Srbija",194 610 €,65 m²,  Trosoban stan
"#48525, Prodaja, Stan, BANOVO BRDO, 193200 EUR","Banovo brdo, Beograd, Srbija",193 200 €,60 m²,  Trosoban stan
"#48542, Prodaja, Stan, BANOVO BRDO, 259560 EUR","Banovo brdo, Beograd, Srbija",259 560 €,86 m²,  Četvorosoban stan
"Crveni krst, noviji, lux opremljen 3.0 stan ID#9842","Crveni krst, Beograd, Srbija",390 000 €,80 m²,  Trosoban stan
